148,A2,T62,AQ976,K96,J8643,J9,K83,A75,Q,KQ7543,T2,Q432,KT975,A8,J54,JT8
149,QJ62,72,T2,KJ976,K953,J96,A985,52,T4,T8543,KJ,A843,A87,AKQ,Q7643,QT
150,J73,JT62,Q632,52,T86,Q943,K975,83,AQ542,85,8,QJT97,K9,AK7,AJT4,AK64
151,AT,AT6,JT63,9732,KQJ,J98,AQ982,T5,862,KQ4,K54,AKQ8,97543,7532,7,J64
152,953,J8,A853,AQ87,AQJ6,52,JT64,654,KT87,AQ643,Q,K32,42,KT97,K972,JT9
153,7,T98,AT92,K6532,QJ942,A765,Q74,9,AK653,4,K6,AJ874,T8,KQJ32,J853,QT
154,AKQT83,6,987,T86,7,J8742,J62,KQ52,9,K93,KQT53,J973,J6542,AQT5,A4,A4
155,Q942,T83,8765,Q3,K86,42,QJ93,8642,A75,KQJ6,AK2,AK5,JT3,A975,T4,JT97
156,KJT542,A,AQ3,874,A8,74,J9764,KJ52,63,KT985,T2,AT96,Q97,QJ632,K85,Q3
157,A6,7642,QT63,T85,JT53,KT5,9542,93,942,AJ9,J,AKQJ76,KQ87,Q83,AK87,42
158,A83,KQ952,J8,Q64,Q97542,8,AK432,J,JT6,AJ764,65,K72,K,T3,QT97,AT9853
159,AJ42,85,JT,AKT76,Q96,J62,A542,Q32,3,AK93,KQ87,J985,KT875,QT74,963,4
160,6,AKQ865,2,K8632,QJ3,7,AJ765,J754,AT8742,42,K4,AT9,K95,JT93,QT983,Q
161,AT9,98753,T974,K,KJ2,AJT6,QJ,J975,Q73,Q,K652,AQ842,8654,K42,A83,T63
162,QJ53,J4,T73,JT72,9864,Q985,KJ962,-,AT2,AKT7632,Q,Q8,K7,-,A854,AK96543
163,A4,KJ32,T4,K8732,QT752,9875,A76,9,K86,6,Q8532,QJT6,J93,AQT4,KJ9,A54
164,KQJ75,63,T73,A96,984,QJ5,KQ652,KJ,T32,KT982,AJ84,5,A6,A74,9,QT87432
165,Q3,AT,A986,AT842,KT754,K8652,K54,-,982,J94,T73,KJ96,AJ6,Q73,QJ2,Q753
166,J,QT98765,Q9,QT8,AT42,AKJ,42,AK92,KQ9,32,7653,J543,87653,4,AKJT8,76
167,AT74,J93,T85,AT3,Q2,A64,A642,KQ95,985,KQT7,97,J864,KJ63,852,KQJ3,72
168,J986,4,AKQ6,K653,AK43,AQ76,43,T94,2,KT832,JT87,AQ2,QT75,J95,952,J87
169,954,AK764,KJ6,T6,6,J,T9743,Q98753,AT872,Q953,A8,A4,KQJ3,T82,Q52,KJ2
170,642,A643,Q92,Q42,AQJ7,87,T74,A875,K985,KJ95,65,K96,T3,QT2,AKJ83,JT3
171,A95,8764,J6,AKT6,T62,KJ2,Q52,J872,KQ4,5,AKT9873,94,J873,AQT93,4,Q53
172,9862,K2,JT42,K83,AJ4,J943,9853,62,KQT5,AQ76,KQ6,T9,73,T85,A7,AQJ754
173,AKJ9,A4,QJ97,A53,653,QJT753,5,T62,QT8742,82,T43,J4,-,K96,AK862,KQ987
174,J86,KQ9432,A85,6,AT9432,7,Q32,J75,K75,85,K764,A983,Q,AJT6,JT9,KQT42
175,5,KQ875,T743,QJT,J84,T942,962,642,KQT962,J6,KJ,A83,A73,A3,AQ85,K975
176,A9542,QJ6,Q,9542,KJT,82,T97,KQJ73,876,AT53,652,AT6,Q3,K974,AKJ843,8
177,AT97,A97,QJ76,K3,QJ543,KT6,94,QJ9,K62,84,AKT8,A742,8,QJ532,532,T865
178,AKQ3,8764,AJ7,J8,J92,AKJ532,6,T43,T874,T,QT98,AQ97,65,Q9,K5432,K652
179,AQ65,JT3,QJT7,A2,T4,K2,AK9843,K85,K2,AQ9654,-,Q7643,J9873,87,652,JT9
180,73,T532,AKQ62,J9,T9,Q6,JT985,KT76,Q82,AKJ84,4,Q432,AKJ654,97,73,A85
181,AK743,QJ32,A5,AJ,J86,AKT6,J94,T76,T,9,K832,KQ98532,Q952,8754,QT76,4
182,AQJT42,8,J7,J975,7,KT764,AQ2,A832,986,AJ5,KT8653,6,K53,Q932,94,KQT4
183,J5,K85,KT753,AQ3,K32,JT7632,A6,72,AT74,Q,Q2,KJT864,Q986,A94,J984,95
184,K9874,K96532,K5,-,T32,AQJ,AT,T8542,AQJ5,T,J97643,A6,6,874,Q82,KQJ973
185,J98,83,763,JT986,A63,AT95,QT2,AK5,QT42,J72,A985,Q2,K75,KQ64,KJ4,743
186,AJ62,T82,QT4,984,Q83,-,AKJ762,QT52,KT754,J64,83,AKJ,9,AKQ9753,95,763
187,K85,J,AJT6,K8642,Q732,85,9874,AJ9,6,KQ97632,53,QT5,AJT94,AT4,KQ2,73
188,T6,AK85,9874,A95,KQ752,974,T3,KT2,A983,QT2,AKJ6,J7,J4,J63,Q52,Q8643
189,Q7,AK9,K5,AKQ632,AJT952,74,7,T854,K4,JT3,AQ98432,J,863,Q8652,JT6,97
190,K74,QJ43,A752,Q9,-,AT9,Q84,AJ87642,AQJ98532,87,T6,5,T6,K652,KJ93,KT3
191,QJ92,J3,AT52,AJ4,A8643,AK6,KQJ73,-,K5,T987542,64,32,T7,Q,98,KQT98765
192,K,653,K6432,QT52,JT83,9874,T875,K,95,AQ,AQJ9,A9843,AQ7642,KJT2,-,J76
193,532,KT,Q9,AQ8732,KJ84,QJ42,AKJ,65,Q7,A986,T76542,4,AT96,753,83,KJT9
194,J642,86,QJ7,KJ94,AK875,KQ7,K5,Q72,T3,T42,T832,A865,Q9,AJ953,A964,T3
195,JT9,96,J864,A985,K6432,43,AT3,632,Q7,AKQ8,975,JT74,A85,JT752,KQ2,KQ
196,Q87,Q76,9,QT7432,A,T4,KQT853,AJ95,KT943,KJ8532,A,K,J652,A9,J7642,86
197,AT975,J9843,2,Q5,J4,QT75,J54,J876,Q832,A,T8,AKT942,K6,K62,AKQ9763,3
198,T5,A65,QJ532,AQ6,6,KQ983,K98,8752,KQ8,T7,AT6,KT943,AJ97432,J42,74,J
199,K42,53,K8,AQJT98,QJ9,Q972,J52,765,T753,AT864,AT,42,A86,KJ,Q97643,K3
200,KQJ,K85,JT96,AT7,72,AJ62,KQ7,8632,98543,74,542,K54,AT6,QT93,A83,QJ9
201,KT964,6,A854,K94,QJ8732,A9,-,QT653,5,T853,KQ62,AJ82,A,KQJ742,JT973,7
202,A42,T74,QJ94,T86,KJ63,Q832,T732,J,85,AKJ95,A86,K92,QT97,6,K5,AQ7543
203,8754,7643,A72,54,T93,AK82,5,QT876,QJ,5,KQT98643,A3,AK62,QJT9,J,KJ92
204,AQ65,K73,J82,KQ2,9,QJ84,A654,J875,K732,52,KT973,A9,JT84,AT96,Q,T643
205,AQJ,753,T86,K863,T642,62,J72,Q954,K83,K9,A94,AJT72,975,AQJT84,KQ53,-
206,KQJ92,QJT63,Q,72,T,A,J8632,JT9864,843,K94,AT954,KQ,A765,8752,K7,A53
207,KJ983,75,QJ63,64,Q754,A98,KT7,T32,T62,KJ42,4,AKQ95,A,QT63,A9852,J87
208,Q85,T64,865,JT82,T7632,AQ,KT42,KQ,K9,J853,A7,A9543,AJ4,K972,QJ93,76
209,932,J7543,KT82,9,QJ76,T8,QJ54,K72,AT8,AK9,9763,AT4,K54,Q62,A,QJ8653
210,A93,A982,873,AK5,JT72,J4,65,98762,Q864,KQT76,Q9,J4,K5,53,AKJT42,QT3
211,93,AQ6,A62,AJ876,A542,KJT52,T97,T,Q8,84,KQ854,KQ95,KJT76,973,J3,432
212,AJ5,63,Q85,QJ863,632,KQ7,T7632,KT,T98,J9854,A94,A5,KQ74,AT2,KJ,9742
213,KJ82,7654,A,Q752,T3,AT3,T9754,KJ4,Q65,982,Q862,983,A974,KQJ,KJ3,AT6
214,AT86,K3,JT95,962,J9,AQT,KQ7643,T5,KQ32,J642,A,KQJ4,754,9875,82,A873
215,A73,T,QJT874,873,Q42,AQ43,A52,AJ9,J865,J8652,-,QT54,KT9,K97,K963,K62
216,86,QJ53,T52,T642,KQT,A94,AQ97,A73,A42,K872,K86,K95,J9753,T6,J43,QJ8
217,9752,632,T3,J965,63,J95,KJ942,AK3,A4,AKT8,Q85,T874,KQJT8,Q74,A76,Q2
218,AKT63,AK8,J853,2,94,T6,KQT2,A9864,82,QJ,A764,KQJT3,QJ75,975432,9,75
219,A4,QJT3,52,AQ643,J753,K9,AKJ84,95,K2,A542,Q93,J872,QT986,876,T76,KT
220,A873,QT6,A,KJ875,QT2,872,KJ954,A3,K9,K5,Q873,T9642,J654,AJ943,T62,Q
221,AKQT8532,7,QT,K2,9,KJT6,AKJ73,Q53,J6,A952,9862,A94,74,Q843,54,JT876
222,J986432,76,T94,2,Q5,KJT3,Q65,AKQ9,KT,8542,J732,T74,A7,AQ9,AK8,J8653
223,AQ9643,A,42,A952,J87,853,AKJ5,KQT,KT52,KT74,98,J64,-,QJ962,QT763,873
224,QT543,Q7,9,K8432,K82,T9843,T32,A9,AJ76,AKJ2,J5,J75,9,65,AKQ8764,QT6
225,AK83,A,984,K8642,4,T743,JT3,JT975,T9,QJ862,K752,AQ,QJ7652,K95,AQ6,3
226,97532,AQ8,J6,AQ6,AQJ8,KT32,Q982,9,T64,J7654,T5,732,K,9,AK743,KJT854
227,954,J654,T9,T972,K762,Q832,AKJ8,5,QJ83,AKT,Q73,J83,AT,97,6542,AKQ64
228,J98,J82,AQ42,AQT,A4,A63,T986,KJ98,653,Q9754,53,642,KQT72,KT,KJ7,753
229,QJT7,KQ76,9,AJ32,93,T85,K63,QT975,8542,2,QJT842,86,AK6,AJ943,A75,K4
230,54,JT4,A864,T632,A,K872,QJT97,Q74,JT9863,Q63,K,A98,KQ72,A95,532,KJ5
231,T7,542,AKJ97,K83,965,A963,T63,QT6,QJ832,QT8,85,942,AK4,KJ7,Q42,AJ75
232,J863,K982,A63,J2,AK,64,KJT8742,98,QT942,T3,95,KT64,75,AQJ75,Q,AQ753
233,KT7543,J97,T94,2,-,Q532,KQ83,AT873,82,AK64,AJ72,Q95,AQJ96,T8,65,KJ64
234,A54,2,KQ62,AT754,T876,K3,AJ9,8632,K932,AQ9876,T4,K,QJ,JT54,8753,QJ9
235,AQJ53,AJ86,874,6,T986,K75,KT96,Q9,K742,Q93,QJ2,K85,-,T42,A53,AJT7432
236,432,AQ3,AKQ74,85,KQ95,KT,JT982,96,AJT8,97652,5,AQ2,76,J84,63,KJT743
237,AKQJ2,J52,97,K86,T4,983,AQT64,A72,9865,64,85,QJT94,73,AKQT7,KJ32,53
